geometry,addr:postcode,amenity,healthcare,name,addr:district,addr:full,addr:state,source,website,addr:block,addr:street,longitude,latitude
"POLYGON ((80.2402438 13.0715631, 80.2415269 13.0714851, 80.2414828 13.0715739, 80.2408611 13.0724648, 80.2407322 13.0724958, 80.2402603 13.0720469, 80.2402438 13.0715631))",600031,hospital,hospital,Mehta Hospital,Chennai,"No.2 (E), Mcnichols Road, 3 Lane, Chetpet",Tamil Nadu,OpenGovernmentData,,,,80.24079355518793,13.071894289938967
"POLYGON ((80.2755515 13.0973527, 80.2754923 13.0969749, 80.2753037 13.0969749, 80.2753145 13.0973859, 80.2755515 13.0973527))",,hospital,hospital,Corporation Baby Hospital,,,,,,,,80.27541488499887,13.097180078303555
"POLYGON ((80.2901682 13.1174597, 80.2900992 13.1178656, 80.2899667 13.1179113, 80.2902345 13.1186774, 80.2912436 13.118507, 80.2916835 13.1184328, 80.2916642 13.1183253, 80.2920396 13.1182554, 80.2918988 13.1176828, 80.2911425 13.1178199, 80.2910176 13.1172559, 80.2909907 13.1171344, 80.2902262 13.1173979, 80.2901682 13.1174597))",600 021,hospital,hospital,C.S.I. Rainy Multi Speciality Hospital,Chennai,"NO 45, GA Road, Old Washermanpet",Tamil Nadu,OpenGovernmentData,https://csirainyhospital.com/,,,80.29088831177364,13.11799313449397
"POLYGON ((80.2866652 13.1257043, 80.2876215 13.1254726, 80.2878245 13.1260961, 80.2857439 13.1265827, 80.2855605 13.1257578, 80.2862343 13.125612, 80.2862632 13.1257727, 80.2866652 13.1257043))",600081,hospital,hospital,Government Peripheral Hospital,Chennai,"Tondiarpet, New Washermenpet, Tondiarpet, Kailasam",Tamil Nadu,OpenGovernmentData,,,,80.28663040072884,13.126005208999748
"POLYGON ((80.2908908 13.1264004, 80.2913131 13.1262929, 80.2916567 13.1273963, 80.2913675 13.1274773, 80.2908351 13.1276263, 80.2907863 13.126866, 80.2908233 13.1265885, 80.2908908 13.1264004))",,hospital,hospital,ESI,,,,,,,,80.29115672085956,13.126987254384824
"POLYGON ((80.2747669 13.0686549, 80.2749589 13.0690566, 80.2746371 13.069272, 80.2750246 13.0698351, 80.2753441 13.0696154, 80.275607 13.0699708, 80.2756686 13.0699211, 80.2760979 13.0705318, 80.276014 13.0705885, 80.2749874 13.0713181, 80.2748144 13.0711674, 80.2748305 13.0710759, 80.2747814 13.0710435, 80.2746737 13.070942, 80.2745005 13.0709218, 80.2743986 13.0708303, 80.2743606 13.0707474, 80.2741027 13.0705121, 80.2725196 13.069303, 80.2727178 13.0690925, 80.2724831 13.0688647, 80.2722014 13.0686019, 80.2722156 13.0683836, 80.2722771 13.0682054, 80.2725931 13.0678786, 80.2731205 13.0674323, 80.273251 13.067664, 80.2730903 13.0677852, 80.273148 13.0678551, 80.2733351 13.0678419, 80.27383 13.0685207, 80.2740526 13.0683979, 80.2741277 13.0684867, 80.2743959 13.0683143, 80.2746722 13.0687036, 80.2747669 13.0686549))",,hospital,hospital,Tamil Nadu Government Multi Super Speciality Hospital,,,,,https://tngmssh.tn.gov.in/,,,80.27403428058179,13.069443257983302
"POLYGON ((80.2568375 13.0271936, 80.2568397 13.027507, 80.256668 13.0275081, 80.2566659 13.0271948, 80.2568375 13.0271936))",600028,hospital,hospital,Billroth Hospital,Chennai,"52, 2Nd Main Road, R.A. Puram, Trustpakkam, Raja Annamalai Puram",Tamil Nadu,OpenGovernmentData,https://www.billrothhospitals.com/,Chennai Zone Ix,,80.25675277969968,13.02735089005906
"POLYGON ((80.2587339 13.010424, 80.2587281 13.0103202, 80.2587121 13.010303, 80.2586966 13.0103036, 80.2586949 13.0102417, 80.2587147 13.0102254, 80.2589286 13.0102206, 80.2589259 13.0101597, 80.2589187 13.0099407, 80.2589176 13.009897, 80.2584864 13.0098993, 80.2584897 13.0101595, 80.2584562 13.010192, 80.2582684 13.0101938, 80.2581998 13.0101944, 80.2581996 13.0103209, 80.2581995 13.010378, 80.2587339 13.010424))",,hospital,hospital,Fortis Malar Hospital,,,,,,,,80.25860277864783,13.01016235757176
"POLYGON ((80.1882459 12.9775414, 80.1884332 12.9775289, 80.1884063 12.9772356, 80.1882325 12.9772853, 80.1882459 12.9775414))",,hospital,hospital,Gowri Nursing Home,,,,,,,100ft Road,80.18833171179138,12.977398780375523
"POLYGON ((80.218451 13.0921495, 80.2186817 13.0921391, 80.218675 13.0920241, 80.2184443 13.0920293, 80.218451 13.0921495))",,hospital,hospital,Vasan Dental Care,,,,,,,,80.21856215226394,13.092085541268297
"POLYGON ((80.259928 13.0745735, 80.2597069 13.0745967, 80.2590958 13.0746543, 80.2591056 13.0750155, 80.2586684 13.0750079, 80.2591166 13.0744848, 80.2594119 13.0741702, 80.2599197 13.0737938, 80.2599219 13.0741386, 80.259928 13.0745735))",600008,hospital,hospital,Police Hospital,Chennai,"Egmore, Chennai",Tamil Nadu,Local Knowledge,,,,80.25946067282632,13.074435685087543
"POLYGON ((80.2460783 13.0576539, 80.2460992 13.0570733, 80.245818 13.0570292, 80.2457535 13.0570554, 80.2456957 13.0576558, 80.2460783 13.0576539))",600034,hospital,hospital,The Child Trust Medical Research Foundation,Chennai,"12-A, Nageswara Road, Nungambakkam",Tamil Nadu,OpenGovernmentData,,,,80.24590494855539,13.05735715733246
"POLYGON ((80.2596464 13.0917944, 80.2597572 13.0923128, 80.2598031 13.0927049, 80.2592736 13.0927812, 80.2592115 13.0922444, 80.2589035 13.092268, 80.2588683 13.0918838, 80.2596464 13.0917944))",,hospital,hospital,,,,,,,,,80.25939111236049,13.092245000651856
"POLYGON ((80.2243573 13.020804, 80.2243027 13.0209979, 80.2239115 13.0209604, 80.2239355 13.0207485, 80.2243573 13.020804))",600015,hospital,hospital,Chennai Corporation 24 Hours Maternity Hospital,,,,,,,Jeenis Road,80.224124650348,13.020876042063747
"POLYGON ((80.2449928 13.0338024, 80.2449418 13.0333843, 80.2453388 13.0333556, 80.2453951 13.0338625, 80.245328 13.0338677, 80.2453066 13.0339252, 80.2452556 13.0339252, 80.2451456 13.0339383, 80.2451269 13.0338886, 80.2450786 13.0338651, 80.2450276 13.033873, 80.2449928 13.0338024))",600035,hospital,hospital,Apollo Speciality Hospital - Block A,,,,,,,Anna Salai (Mount Road),80.24517412481556,13.033633073574268
"POLYGON ((80.2454796 13.0337057, 80.2454689 13.0336038, 80.2454474 13.0336064, 80.2454474 13.0335307, 80.2458149 13.0335124, 80.245831 13.0336901, 80.2457264 13.0336953, 80.245721 13.0337214, 80.2454796 13.0337057))",,hospital,hospital,Apollo Speciality Hospital - Block B,,,,,,,,80.24564303892275,13.03361345116216
"POLYGON ((80.2455627 13.034033, 80.2455359 13.0338318, 80.2457478 13.0337926, 80.2457961 13.0340408, 80.2456352 13.0340644, 80.2456217 13.0340461, 80.2455735 13.0340644, 80.2455627 13.034033))",,hospital,hospital,Apollo Speciality Hospital - Block C,,,,,,,,80.2456640112728,13.033933814435631
"POLYGON ((80.2515531 12.9942334, 80.2515874 12.9941302, 80.2517012 12.9941661, 80.2516668 12.9942693, 80.2515531 12.9942334))",600020,hospital,hospital,Chennai Clinical Centres,,,,,,,16th Cross Street,80.25162712990068,12.994199743989824
"POLYGON ((80.2216604 13.0357552, 80.2220333 13.0358858, 80.2221462 13.0361436, 80.2217287 13.0362421, 80.2216986 13.0361228, 80.2216465 13.0361038, 80.2216581 13.0360792, 80.2215526 13.0360413, 80.2216604 13.0357552))",600033,hospital,hospital,Public Health Centre (In Patient Block),,,,,https://www.phc-mc.org/,,Lake View Road,80.22183689937617,13.036008142982109
"POLYGON ((80.2216769 13.0362827, 80.2221607 13.0361734, 80.2222001 13.0362983, 80.2219946 13.0363452, 80.2220252 13.0365724, 80.2219421 13.0365951, 80.221906 13.0363493, 80.2216798 13.0363225, 80.2216769 13.0362827))",600033,hospital,hospital,Public Health Centre (Out Patient Block),,,,,,,Ramakrishnapuram 1st Street,80.22196708362597,13.0363286093558
"POLYGON ((80.2227834 13.0234945, 80.2227838 13.0234532, 80.2227634 13.023453, 80.2227635 13.0234418, 80.2227557 13.0234417, 80.2227563 13.0233818, 80.2230708 13.0233847, 80.2230699 13.0234763, 80.2229879 13.0234755, 80.2229877 13.0234964, 80.2227834 13.0234945))",600015,hospital,hospital,Chitra Maternity andSurgival Centre,Chennai,"No.35, (Opp) To Saidapet Railway Station, Saidapet",Tamil Nadu,OpenGovernmentData,,Chennai Zone X,Karaneeswar Koil Street,80.22291245657294,13.023435746085529
"POLYGON ((80.2221852 13.0222752, 80.222371 13.0222765, 80.2223706 13.0223467, 80.2221848 13.0223454, 80.2221852 13.0222752))",600015,hospital,hospital,Bora Hospital,,,,,,,Subramania Mudali Street,80.22227789999833,13.022310950015024
"POLYGON ((80.2256521 13.0219096, 80.2256881 13.0218102, 80.2256545 13.0217985, 80.2257745 13.0215027, 80.2258861 13.0216898, 80.2258573 13.0217646, 80.2257841 13.0219611, 80.2256521 13.0219096))",600015,hospital,hospital,Vasan,,,,,,,Anna Salai (Mount Road),80.22576702454812,13.021753142796976
"POLYGON ((80.2247788 13.0418745, 80.2247365 13.0417207, 80.22466 13.0417413, 80.224642 13.0417175, 80.2244857 13.0417413, 80.2245101 13.0418333, 80.2246437 13.0418, 80.224673 13.0419047, 80.2247788 13.0418745))",600033,hospital,hospital,SRM Hospital,,,,,https://srmhospitals.org/,,"Thambiah Road, Duraiswamy Subway, West Mambalam, Chennai, Tamil Nadu 600033",80.22464681052449,13.04179522212897
"POLYGON ((80.238686 13.0774147, 80.2388256 13.0774128, 80.2388204 13.0770343, 80.2386808 13.0770361, 80.238686 13.0774147))",600010,hospital,hospital,Guest Hospital,Chennai,"372, Poonamallee High Road",Tamil Nadu,OpenGovernmentData,https://www.guesthospital.com/,,EVR Periyar Salai (Poonamallee High Road),80.23875319693254,13.07722447531366
"POLYGON ((80.1855893 13.0876882, 80.185884 13.0876803, 80.1858751 13.0873604, 80.1855803 13.0873683, 80.1855893 13.0876882))",600101,hospital,hospital,Frontier Lifeline Hospital,Chennai,"R 30 C, Ambattur Industrial Estate Road, Mogappair",Tamil Nadu,OpenGovernmentData,https://www.frontierlifeline.com/,,Ambattur Industrial Estate Road,80.18573217453887,13.087524290976589
"POLYGON ((80.1461909 13.1233122, 80.1460661 13.1230778, 80.1459855 13.1231274, 80.1459295 13.1231688, 80.145957 13.1232104, 80.1459893 13.1232477, 80.1460167 13.1232851, 80.1460831 13.1233855, 80.1461909 13.1233122))",,hospital,hospital,Essvee Hospital,,,,,,,,80.14606454961537,13.123230289140992
"POLYGON ((80.2465562 13.0612608, 80.2466877 13.0612584, 80.2466845 13.0610959, 80.2466251 13.061097, 80.2466255 13.0611188, 80.2465535 13.0611202, 80.2465562 13.0612608))",,hospital,hospital,Hande Medical Centre,,,,,,,Uttamar Gandhi Salai,80.24662284321336,13.061183911049676
"POLYGON ((80.1466393 13.1227268, 80.1467599 13.122908, 80.1471405 13.1227405, 80.1470785 13.1225272, 80.1468674 13.1225848, 80.1466393 13.1227268))",,hospital,hospital,Mahalakshmi Multi-Speciality Hospital,,,,,,,Chennai - Tiruttani - Renigunta Road,80.1469008843925,13.12271408450424
"POLYGON ((80.2059262 13.0074229, 80.2059613 13.0074492, 80.2060549 13.0074515, 80.206071 13.007469, 80.2061364 13.0074764, 80.2061424 13.0074607, 80.2061644 13.0074635, 80.2061687 13.0074809, 80.2062398 13.0074851, 80.2062443 13.0073406, 80.2059344 13.0073187, 80.2059262 13.0074229))",600032,hospital,,Balaji Hospital (P) Ltd,Chennai,"No. 1, Lawyer Jaganathan Street, Guindy",Tamil Nadu,OpenGovernmentData,https://sribalajihospital.com/,,Anna Salai (Mount Road),80.20609151947154,13.007397169632243
"POLYGON ((80.1890021 13.0382036, 80.1891286 13.0382022, 80.1891262 13.0380043, 80.1889998 13.0380058, 80.1890021 13.0382036))",,hospital,hospital,Chennai Medical Centre,,,,,,,,80.18906418053933,13.038103987815331
"POLYGON ((80.2289429 12.9857044, 80.2289334 12.9856116, 80.2288831 12.9856165, 80.2288927 12.9857093, 80.2289429 12.9857044))",,hospital,hospital,,,,,,,,,80.22891302299556,12.98566043480412
"POLYGON ((80.2256184 13.0689928, 80.225769 13.0691825, 80.2259044 13.0690805, 80.2257539 13.0688908, 80.2256184 13.0689928))",,hospital,hospital,Chennai Fertility Center,,,,,,,,80.22576141637819,13.069036644817198
"POLYGON ((80.2298545 13.0506759, 80.2299822 13.0506579, 80.2299524 13.0504569, 80.2298247 13.0504748, 80.2298545 13.0506759))",,hospital,hospital,J.V. Hospitals Llp,,"(Opp) Kodambakkam Railway Station, Kodambakkam, Railway Border Road",Tamil Nadu,OpenGovernmentData,,Chennai Zone X,Tailor Estate 1st Street,80.22990344509206,13.05056637762895
"POLYGON ((80.2292318 13.0519686, 80.2293132 13.0519536, 80.2292896 13.0518324, 80.2292082 13.0518474, 80.2292318 13.0519686))",,hospital,hospital,R.R Dental Hospital,,,,,,,Tailor Estate 2nd Street,80.22926069999754,13.051900499998744
"POLYGON ((80.2296879 13.0506146, 80.2297676 13.0506034, 80.229776 13.0506602, 80.2298297 13.0506526, 80.2298022 13.0504667, 80.2296688 13.0504854, 80.2296879 13.0506146))",,hospital,hospital,JV Hospital,,,,,,,Tailor Estate 1st Street,80.22975310590964,13.050553775833755
"POLYGON ((80.171555 13.0309696, 80.171956 13.0308533, 80.1719283 13.0307626, 80.1715273 13.0308788, 80.171555 13.0309696))",600116,hospital,,Viganesh Hospital,Kanchipuram,"36, Poothapedu Main Road, Vengadeswar Nagar, Perur",Tamil Nadu,OpenGovernmentData,,,,80.17174161636935,13.030866085414791
"POLYGON ((80.2119234 13.0655237, 80.2121498 13.0654309, 80.2120584 13.0652192, 80.211832 13.065312, 80.2119234 13.0655237))",,hospital,,Chennai Heritage Hospital,,,,,,,,80.21199089999594,13.065371450016292
"POLYGON ((80.218269 12.9857105, 80.2184968 12.9857203, 80.2185047 12.9855439, 80.2183499 12.9855373, 80.2183444 12.9856596, 80.2182714 12.9856565, 80.218269 12.9857105))",,hospital,,Xcellent Care Hospital,,,,,http://xcellentcarehospital.com,,"7th Cross Street, Rajalaksmi nagar",80.21840862858461,12.98563588790315
"POLYGON ((80.1981856 13.0792333, 80.1982423 13.0796839, 80.1983356 13.0796727, 80.198436 13.0796698, 80.1984711 13.0795999, 80.1984596 13.0795179, 80.1983765 13.079538, 80.1983708 13.0794936, 80.198435 13.0794812, 80.1984289 13.0792588, 80.1984182 13.0792148, 80.198347 13.0792123, 80.1982698 13.0792268, 80.1981856 13.0792333))",600040,hospital,hospital,Be Well Hospitals,Chennai,"No. 106, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar West, Near VR Mall , Koyambedu Junction, Chennai",Tamil Nadu,OpenGovernmentData,https://www.bewellhospitals.in/,,,80.19832520313173,13.079443358301724
"POLYGON ((80.2874493 13.122943, 80.287468 13.122977, 80.2875646 13.1229404, 80.2875525 13.1229026, 80.2874493 13.122943))",600021,hospital,hospital,MN Eye Hospital,,,,,,,Thiruvottriyur High Road,80.28750875930695,13.122940442148234
"POLYGON ((80.291339 13.0966006, 80.2916369 13.096511, 80.2915917 13.0963706, 80.2916231 13.0963615, 80.2915882 13.0962491, 80.2914611 13.0962816, 80.2914166 13.0962599, 80.2913833 13.0961512, 80.291367 13.0961559, 80.2913604 13.0961339, 80.2913196 13.0961457, 80.2913238 13.0961625, 80.2913411 13.0962251, 80.2913599 13.0962887, 80.2912378 13.0963229, 80.2912805 13.0964645, 80.2912954 13.0964601, 80.291339 13.0966006))",600018,hospital,hospital,Chennai National Hospital,Chennai,"No.12 Jaffer Serang St. Ii Line Beach,",Tamil Nadu,OpenGovernmentData,,,,80.29143767738333,13.096398383884988
"POLYGON ((80.1870716 12.9810232, 80.1871618 12.9810196, 80.1871549 12.9808749, 80.1871242 12.9808674, 80.1870668 12.9809103, 80.1870716 12.9810232))",600061,hospital,hospital,Diha Clinic,Chennai,,,,https://dihaclinic.org/,,Nanganallur 6th Main Road,80.18711559847236,12.98095159702276
"POLYGON ((80.2221405 12.9764429, 80.2221924 12.976479, 80.2222414 12.976426, 80.222185 12.9763889, 80.2221583 12.9764202, 80.2221405 12.9764429))",,hospital,hospital,Athipathy Hospitals,,,,,,,,80.22219002358268,12.976433906986667
"POLYGON ((80.2085052 12.9496755, 80.2099965 12.9494353, 80.209953 12.9493365, 80.2097161 12.9487987, 80.2095679 12.9488105, 80.2083204 12.9489098, 80.2083955 12.9492208, 80.2085052 12.9496755))",600100,hospital,hospital,Dr.Kamakshi Memorial Hospital,Kancheepuram,"1,Radial Road , Pallikaranai Chennai-100",Tamil Nadu,OpenGovernmentData,,,,80.2091169803189,12.949212568489363
"POLYGON ((80.2573263 12.9977206, 80.257603 12.9976776, 80.2576261 12.9978182, 80.2573493 12.9978613, 80.2573263 12.9977206))",600020,hospital,hospital,Shivasundar Hospital,Chennai,"28, First Cross Street, Shastri Nagar Adya (Behind Of Adyas Depot)",Tamil Nadu,,,,Shastri Nagar 1st Cross Street,80.25747616229035,12.997769431938544
"POLYGON ((80.1888497 13.0381227, 80.1889569 13.0381227, 80.1889569 13.0380299, 80.1888497 13.0380299, 80.1888497 13.0381227))",600078,hospital,hospital,CMC Hospital,Chennai,"#51-52, Thiruvalluvar Salai,Nesapakkam",Tamil Nadu,OpenGovernmentData,,,,80.1889032999997,13.038076300002748
"POLYGON ((80.2572158 12.9847632, 80.2572089 12.9846385, 80.257465 12.984625, 80.257476 12.9847396, 80.2572158 12.9847632))",,hospital,hospital,corporation hospital,,,,,,,,80.25733968541793,12.984691887569271
"POLYGON ((80.2660768 13.1235215, 80.2663585 13.123515, 80.2663585 13.1235999, 80.2660782 13.1236038, 80.2660768 13.1235215))",,hospital,hospital,,,,,,,,,80.26621872060375,13.123560001451988
"POLYGON ((80.3014702 13.1573405, 80.3015855 13.1577636, 80.3011376 13.157868, 80.3010893 13.1576878, 80.3009847 13.1577192, 80.3009257 13.1574815, 80.3014702 13.1573405))",600019,hospital,hospital,Tiruvottiyur Government Hospital,Chennai,"Thiruvottiyur Government Hospital, Thiruvottiyur, Thiruvotriyur High Road",Tamil Nadu,OpenGovernmentData,,Chennai Zone I,,80.30127147222058,13.157604440971152
"POLYGON ((80.3002953 13.1486561, 80.2988738 13.1490374, 80.2986377 13.1485307, 80.3000754 13.1480919, 80.3002953 13.1486561))",,hospital,hospital,,,,,,,,,80.29948054813327,13.14857488848192
"POLYGON ((80.1850882 12.969558, 80.185025 12.9694349, 80.1849803 12.9693465, 80.1851514 12.9693174, 80.1851938 12.9693084, 80.1852306 12.9694998, 80.1850882 12.969558))",,hospital,hospital,,,,,,,,,80.18511855849478,12.969423808701965
"POLYGON ((80.2912684 13.094644, 80.2913744 13.0946166, 80.2914145 13.0946054, 80.2915221 13.0945758, 80.2916465 13.0949472, 80.2915927 13.094965, 80.2913488 13.0950461, 80.2913433 13.0950481, 80.2913364 13.0950503, 80.2913344 13.0950065, 80.2913217 13.0950083, 80.2913178 13.0949791, 80.2912958 13.0948164, 80.2912939 13.0948022, 80.291302 13.0948004, 80.2912826 13.0946961, 80.2912684 13.094644))",,hospital,hospital,Chennai National Hospital Speciality Clinics,,,,,,,,80.29144435302234,13.094812970414862
"POLYGON ((80.2867409 13.0992221, 80.2870275 13.0991925, 80.2870256 13.0991572, 80.2870237 13.0991215, 80.2870215 13.0990672, 80.2870208 13.099051, 80.2869826 13.0990536, 80.286876 13.0990606, 80.286863 13.0990616, 80.2868711 13.0991349, 80.2867338 13.0991489, 80.2867409 13.0992221))",,hospital,hospital,SA Hospital,,,,,,,,80.28690264876283,13.099143584413856
"POLYGON ((80.2173881 13.139868, 80.2174062 13.1402505, 80.2179863 13.1402205, 80.2179731 13.1401893, 80.2178447 13.1398876, 80.2178267 13.1398452, 80.2173881 13.139868))",,hospital,hospital,Prashanth Superspeciality Hospital Kolathur,,,,,https://www.prashanthhospitals.org/kolathur,,,80.21765390636332,13.140054823862208
"POLYGON ((80.2797285 13.0983518, 80.2797718 13.098349, 80.279833 13.098345, 80.2800134 13.0983333, 80.2800191 13.0983329, 80.2800262 13.0984355, 80.2798547 13.0984468, 80.2797356 13.0984545, 80.2797285 13.0983518))",600001,hospital,hospital,Shaarave Hospital,Chennai,Mint Street,Tamil Nadu,OpenGovernmentData,,,,80.27987732001016,13.098393704329988
"POLYGON ((80.2815096 13.091011, 80.2815282 13.0911316, 80.2812674 13.0911701, 80.2812649 13.0911527, 80.2812508 13.0910745, 80.2812471 13.0910492, 80.2815096 13.091011))",600001,hospital,hospital,The Arya Vysya Meternity Home and Child Welfare Centre,Chennai,Old No 158 (New No 174) Govindappa Naick Street,Tamil Nadu,OpenGovernmentData,,,Govindappa Naicken Street,80.28138792983901,13.09109040250112
"POLYGON ((80.2837 13.1001843, 80.2838024 13.100168, 80.2838191 13.1002774, 80.2837346 13.1002901, 80.2837115 13.1002721, 80.2837 13.1001843))",,hospital,hospital,Mint Hospital,,,,,,,,80.28375978928061,13.100229862148016
"POLYGON ((80.2795235 13.0985215, 80.2796111 13.0985067, 80.2796414 13.0985829, 80.2797126 13.0985795, 80.2796951 13.0984487, 80.2795083 13.0984851, 80.2795235 13.0985215))",,hospital,hospital,,,,,,,,,80.2796361560122,13.09851086799917
"POLYGON ((80.2243298 13.0763901, 80.224826 13.0763562, 80.2248502 13.0767193, 80.2242628 13.0767428, 80.2243298 13.0763901))",600030,hospital,hospital,Government child birth Hospital,Chennai,"Pulla Avenue Corporation School, Shenoy Nagar, Pulla Avenue",Tamil Nadu,OpenGovernmentData,,Chennai Zone Viii,,80.22456882434831,13.076557068668148
"POLYGON ((80.2413744 13.0772996, 80.2413777 13.0772153, 80.2414313 13.0766668, 80.2417103 13.0766355, 80.2415332 13.0755512, 80.2424782 13.0754759, 80.2425069 13.0758856, 80.2432686 13.075849, 80.2434644 13.0757916, 80.2436501 13.0757861, 80.2436968 13.0765243, 80.2440567 13.0766022, 80.2440987 13.0768398, 80.2446134 13.0768015, 80.2446565 13.0778029, 80.2429747 13.0775767, 80.2413744 13.0772996))",,hospital,hospital,Govt. Kilpauk Hospital,,,,,,,,80.24290656427412,13.076738005866144
"POLYGON ((80.2173212 13.0770545, 80.2176614 13.0770613, 80.2176614 13.0768883, 80.2173143 13.0768984, 80.2173212 13.0770545))",,hospital,hospital,Gynmc PG Block,,,,,,,,80.2174925040618,13.076975321518718
"POLYGON ((80.1472086 13.1220763, 80.147474 13.1219711, 80.1473734 13.1216639, 80.1470663 13.1217797, 80.1472086 13.1220763))",600053,hospital,hospital,Dr. Agarwal's Eye Hospital - Ambattur,Chennai,,,,,,Chennai - Tiruttani - Renigunta Road,80.14727879231906,13.121869398409329
"POLYGON ((80.1497256 13.1211174, 80.14998 13.1210776, 80.1499664 13.1209822, 80.1500072 13.1209703, 80.1499963 13.1209213, 80.1499147 13.1209094, 80.1496929 13.1209451, 80.1497256 13.1211174))",,hospital,hospital,Mother's Speciality Hospital,,,,,,,,80.14984485731978,13.12100778319843
"POLYGON ((80.1496346 13.120986, 80.1494334 13.1210175, 80.1494077 13.1209305, 80.1496167 13.1208782, 80.1496346 13.120986))",,hospital,hospital,Mother's Hospital - General & Laparoscopic center,,,,,,,,80.14952621748226,13.120951920232784
"POLYGON ((80.1511934 13.1217512, 80.1511503 13.1215557, 80.1512586 13.1215317, 80.1513066 13.121672, 80.1514125 13.1216708, 80.1514236 13.1217296, 80.1511934 13.1217512))",,hospital,hospital,Rakki Hospital,,,,,,,,80.15126084945022,13.12165828117404
"POLYGON ((80.2426992 13.1639762, 80.2427492 13.1631463, 80.244964 13.1631518, 80.244976 13.1636252, 80.2441957 13.1636778, 80.2439737 13.1636632, 80.2439647 13.1637713, 80.243432 13.1637815, 80.2433984 13.1637787, 80.24334 13.1637739, 80.2433302 13.1639724, 80.2426992 13.1639762))",,hospital,hospital,MMC Government Hospital,,,,,,,,80.24371877991052,13.163478679047996
